inspection_id,property_id,inspection_date,inspection_result,follow_up_required,notes
394,73,3/10/2024,Pass,FALSE,"All standards met, no further action required."
395,194,3/5/2024,Pass,FALSE,"All standards met, no further action required."
396,152,11/28/2023,Pass,FALSE,"All standards met, no further action required."
397,406,12/16/2023,Fail,TRUE,"Heating system failure during winter, urgent replacement needed."
398,205,3/23/2024,Pass,FALSE,"Leaky faucet in bathroom, easy to fix."
399,590,8/29/2023,Pass,FALSE,"All standards met, no further action required."
400,246,6/29/2023,Pass,FALSE,"All standards met, no further action required."
401,30,11/15/2023,Pass,FALSE,"Minor wear and tear observed, nothing critical."
402,429,6/1/2023,Pass,FALSE,"Slight rusting on balcony railing, maintenance advised."
403,499,11/30/2023,Pass,FALSE,"All standards met, no further action required."
404,129,2/28/2024,Pass,FALSE,"All standards met, no further action required."
405,818,7/24/2023,Pass,FALSE,"All standards met, no further action required."
406,714,11/21/2023,Pass,TRUE,"Signs of water damage in basement, further inspection suggested."
407,633,11/12/2023,Pass,FALSE,"All standards met, no further action required."
408,117,11/24/2023,Pass,FALSE,"All standards met, no further action required."
409,754,7/18/2023,Pass,FALSE,"All standards met, no further action required."
410,536,8/25/2023,Pass,FALSE,"All standards met, no further action required."
411,295,8/22/2023,Pass,FALSE,"Small crack in living room wall, does not affect structure."
412,519,10/6/2023,Fail,TRUE,"Significant mold growth in several rooms, health hazard present."
413,341,11/2/2023,Pass,FALSE,"Signs of water damage in basement, further inspection suggested."
414,880,12/19/2023,Pass,FALSE,"All standards met, no further action required."
415,879,1/11/2024,Pass,FALSE,"Small crack in living room wall, does not affect structure."
416,673,4/8/2024,Pass,FALSE,"All standards met, no further action required."
417,670,5/25/2024,Pass,FALSE,"All standards met, no further action required."
418,54,11/13/2023,Pass,FALSE,"Minor wear and tear observed, nothing critical."
419,253,9/28/2023,Pass,FALSE,"All standards met, no further action required."
420,517,1/23/2024,Pass,FALSE,"Minor wear and tear observed, nothing critical."
421,722,4/6/2024,Pass,FALSE,"All standards met, no further action required."
422,857,3/23/2024,Pass,TRUE,"Small crack in living room wall, does not affect structure."
423,101,7/9/2023,Pass,FALSE,"All standards met, no further action required."
424,151,11/6/2023,Pass,FALSE,"All standards met, no further action required."
425,884,5/31/2024,Pass,FALSE,"All standards met, no further action required."
426,470,5/13/2024,Pass,FALSE,"Small crack in living room wall, does not affect structure."
427,793,12/18/2023,Pass,FALSE,"All standards met, no further action required."
428,80,12/5/2023,Pass,FALSE,"All standards met, no further action required."
429,452,4/4/2024,Pass,FALSE,"All standards met, no further action required."
430,698,9/28/2023,Pass,FALSE,"All standards met, no further action required."
431,471,3/29/2024,Pass,FALSE,"All standards met, no further action required."
432,570,5/28/2024,Pass,FALSE,"All standards met, no further action required."
433,287,1/17/2024,Pass,TRUE,"Leaky faucet in bathroom, easy to fix."
434,804,9/14/2023,Pass,FALSE,"All standards met, no further action required."
435,21,3/27/2024,Pass,TRUE,"Signs of water damage in basement, further inspection suggested."
436,650,1/26/2024,Pass,FALSE,"All standards met, no further action required."
437,50,5/26/2024,Pass,FALSE,"All standards met, no further action required."
438,624,4/11/2024,Pass,TRUE,"Signs of water damage in basement, further inspection suggested."
439,831,4/8/2024,Pass,FALSE,"All standards met, no further action required."
440,648,3/23/2024,Pass,FALSE,"All standards met, no further action required."
441,544,6/1/2023,Pass,TRUE,"Signs of water damage in basement, further inspection suggested."
442,653,11/11/2023,Pass,FALSE,"All standards met, no further action required."
443,402,7/13/2023,Pass,FALSE,"All standards met, no further action required."
444,995,3/8/2024,Pass,FALSE,"All standards met, no further action required."
445,249,4/13/2024,Pass,FALSE,"Minor wear and tear observed, nothing critical."
446,364,7/3/2023,Pass,FALSE,"All standards met, no further action required."
447,755,5/12/2024,Pass,FALSE,"All standards met, no further action required."
448,8,5/18/2024,Pass,FALSE,"All standards met, no further action required."
449,766,2/4/2024,Pass,TRUE,"Leaky faucet in bathroom, easy to fix."
450,348,11/26/2023,Pass,FALSE,"Minor wear and tear observed, nothing critical."
451,982,11/18/2023,Pass,FALSE,"All standards met, no further action required."
452,203,12/9/2023,Pass,FALSE,"All standards met, no further action required."
453,668,9/2/2023,Pass,FALSE,"All standards met, no further action required."
454,943,1/3/2024,Pass,FALSE,"All standards met, no further action required."
455,376,6/4/2023,Pass,FALSE,"All standards met, no further action required."
456,991,2/5/2024,Pass,FALSE,"Minor wear and tear observed, nothing critical."
457,136,10/17/2023,Pass,FALSE,"All standards met, no further action required."
458,936,6/22/2023,Pass,TRUE,"Small crack in living room wall, does not affect structure."
459,8,9/11/2023,Pass,TRUE,"Slight rusting on balcony railing, maintenance advised."
460,359,1/27/2024,Pass,FALSE,"All standards met, no further action required."
461,715,9/30/2023,Pass,FALSE,"All standards met, no further action required."
462,553,9/4/2023,Pass,FALSE,"All standards met, no further action required."
463,206,10/22/2023,Pass,FALSE,"All standards met, no further action required."
464,200,8/21/2023,Pass,FALSE,"Signs of water damage in basement, further inspection suggested."
465,818,11/26/2023,Pass,FALSE,"All standards met, no further action required."
466,335,9/13/2023,Pass,FALSE,"All standards met, no further action required."
467,191,12/11/2023,Pass,TRUE,"Small crack in living room wall, does not affect structure."
468,50,11/26/2023,Pass,FALSE,"All standards met, no further action required."
469,411,1/16/2024,Pass,FALSE,"All standards met, no further action required."
470,763,8/14/2023,Pass,TRUE,"Small crack in living room wall, does not affect structure."
471,622,11/10/2023,Pass,FALSE,"All standards met, no further action required."
472,942,10/10/2023,Pass,FALSE,"All standards met, no further action required."
473,259,8/24/2023,Pass,FALSE,"All standards met, no further action required."
474,311,7/21/2023,Pass,FALSE,"All standards met, no further action required."
475,764,3/24/2024,Fail,TRUE,Structural damage poses safety risks to occupants.
476,88,8/8/2023,Fail,TRUE,Structural damage poses safety risks to occupants.
477,256,1/22/2024,Pass,FALSE,"All standards met, no further action required."
478,323,12/19/2023,Pass,TRUE,"Slight rusting on balcony railing, maintenance advised."
479,476,6/17/2023,Pass,FALSE,"All standards met, no further action required."
480,59,8/11/2023,Pass,FALSE,"All standards met, no further action required."
481,512,3/13/2024,Pass,FALSE,"All standards met, no further action required."
482,573,9/21/2023,Pass,FALSE,"All standards met, no further action required."
483,400,12/28/2023,Pass,FALSE,"Minor wear and tear observed, nothing critical."
484,584,2/19/2024,Pass,TRUE,"Signs of water damage in basement, further inspection suggested."
485,617,10/31/2023,Pass,FALSE,"Leaky faucet in bathroom, easy to fix."
486,413,2/11/2024,Pass,FALSE,"All standards met, no further action required."
487,471,9/24/2023,Pass,FALSE,"All standards met, no further action required."
488,96,4/26/2024,Pass,FALSE,"All standards met, no further action required."
489,303,6/4/2023,Pass,FALSE,"All standards met, no further action required."
490,582,9/22/2023,Pass,FALSE,"All standards met, no further action required."
491,987,9/5/2023,Pass,TRUE,"Slight rusting on balcony railing, maintenance advised."
492,405,2/8/2024,Pass,FALSE,"Signs of water damage in basement, further inspection suggested."
493,557,11/22/2023,Pass,FALSE,"All standards met, no further action required."
494,800,3/30/2024,Pass,FALSE,"All standards met, no further action required."
495,138,3/2/2024,Pass,TRUE,"Slight rusting on balcony railing, maintenance advised."
496,983,10/18/2023,Pass,FALSE,"All standards met, no further action required."
497,240,5/31/2024,Pass,TRUE,"Minor wear and tear observed, nothing critical."
498,324,2/10/2024,Pass,FALSE,"All standards met, no further action required."
499,211,7/6/2023,Pass,TRUE,"Minor wear and tear observed, nothing critical."
500,733,3/8/2024,Pass,TRUE,"Minor wear and tear observed, nothing critical."
